Id,SalePrice
1461,177704.4199494216
1462,129653.36782286582
1463,134289.33141089804
1464,142633.7978341456
1465,168558.44295300794
1466,133497.92958438225
1467,166320.40279453745
1468,146221.2542647665
1469,146064.1936071606
1470,198773.05096580437
1471,158815.27772470727
1472,194203.87719470804
1473,186013.7956645086
1474,163033.87669782893
1475,210641.47498685768
1476,119074.08774389776
1477,145543.97311208397
1478,129652.41787299815
1479,124915.94822741009
1480,102304.82918322312
1481,116940.96442539628
1482,155347.7503702759
1483,141231.48764756205
1484,172275.7292582755
1485,172320.47768386782
1486,133455.69324651945
1487,104695.91780676514
1488,133280.41965160036
1489,175622.605742496
1490,155602.66412516846
1491,130955.73984907141
1492,159075.59537516246
1493,130575.68698242567
1494,118321.2485040021
1495,122500.92269157988
1496,157551.5511719818
1497,150096.51415141646
1498,195033.44327846004
1499,209115.25310621626
1500,211528.33736486526
1501,178073.94934753553
1502,216671.1694944965
1503,152340.85284970055
1504,139214.64757022177
1505,152224.593479944
1506,112464.77720004636
1507,109925.06758155073
1508,117106.39571896638
1509,124213.39855067538
1510,149657.66854571653
1511,155505.42258546926
1512,142588.43777288523
1513,112667.73197541792
1514,101223.8208040278
1515,100704.53356081461
1516,125788.7392395311
1517,161754.97447673953
1518,119716.08484902198
1519,142274.73149631152
1520,155087.77300817537
1521,134968.6006798378
1522,136017.16067154828
1523,140908.68573592688
1524,157236.0320474391
1525,163930.82474147418
1526,154894.56259408168
1527,193690.92613363152
1528,149263.83254760984
1529,157110.17329406
1530,130658.2144425529
1531,117682.74266045634
1532,165583.16580586912
1533,142884.8956645292
1534,132541.09918667123
1535,115063.79554365305
1536,127243.6146883345
1537,187311.5781713391
1538,100696.27867419655
1539,101751.57201615082
1540,71092.4516487831
1541,127424.2548506497
1542,136938.68260250622
1543,104514.80162524963
1544,236948.26506997042
1545,155287.85458148873
1546,188050.73017986424
1547,152394.0158950764
1548,139867.4730992728
1549,187926.70842681653
1550,138630.599734629
1551,146862.8818615693
1552,112407.52145153117
1553,112547.24151550396
1554,142014.16683263547
1555,127922.29540150672
1556,140295.04233789092
1557,112968.39858074072
1558,184902.5604654536
1559,97055.6570218963
1560,132405.70524288635
1561,107449.73258456963
1562,207240.46020695954
1563,202929.06950718732
1564,142690.98016170558
1565,146992.90340465095
1566,132617.87245258866
1567,208679.1511516993
1568,131221.21337384856
1569,123541.45078554998
1570,179422.55862617554
1571,137451.15112590446
1572,143949.89283953237
1573,136671.67425200454
1574,140829.83107636357
1575,138840.00961841788
1576,134471.5933403901
1577,159484.8954632463
1578,133635.39905614572
1579,190579.04581363456
1580,133658.80827415115
1581,177137.99974723885
1582,196798.16203252398
1583,118297.35202094543
1584,118441.15841631524
1585,225544.14600130863
1586,321942.878925703
1587,176163.56047053222
1588,140890.33168520333
1589,144590.90963254843
1590,157162.96451446388
1591,161096.8930780719
1592,134436.6647815034
1593,187530.7748973453
1594,93935.96941523228
1595,118202.15450378084
1596,117344.45618312967
1597,123067.40031677985
1598,167801.61627118356
1599,191000.17884396514
1600,168955.4781011848
1601,259752.00932442033
1602,131153.53945794754
1603,152183.3099452092
1604,164336.28105236762
1605,127277.25616039804
1606,150689.15429715728
1607,101628.54489483523
1608,158273.25397199075
1609,172449.41306107448
1610,164825.2143640861
1611,146987.20183251516
1612,146215.4761334955
1613,150430.05196701371
1614,211719.75612690145
1615,183012.29584152714
1616,179812.45414396186
1617,188844.08512368458
1618,195663.11625201005
1619,203018.5318991221
1620,118563.43353254154
1621,158569.32743369899
1622,132569.01639394864
1623,132770.21208205514
1624,137498.8916107855
1625,171213.03554301013
1626,135013.60804364868
1627,137355.0202757824
1628,105285.70755400335
1629,141795.4503985734
1630,110504.93233781516
1631,151261.5667871832
1632,139423.02552018405
1633,157768.49989791395
1634,142242.07154036104
1635,156696.00118635758
1636,167292.46344856944
1637,128169.12128227066
1638,102245.65623476391
1639,119554.62754443112
1640,91036.72463623888
1641,124993.49720886747
1642,147928.6302425084
1643,129797.28423827678
1644,132454.13041425456
1645,129912.05918449689
1646,172391.9564418956
1647,139080.4550069971
1648,148753.44397281882
1649,178933.7067099677
1650,190181.39670970486
1651,195816.2839230566
1652,204945.84243680924
1653,205284.2243292091
1654,151664.94607456448
1655,185238.23024469236
1656,157241.0450079964
1657,155543.67241410818
1658,157173.01927321448
1659,207107.3804376114
1660,176060.0918194559
1661,113774.41965461096
1662,116421.18389285552
1663,120672.22198760556
1664,106651.8530073722
1665,127893.795906974
1666,131757.99318565245
1667,101802.86733027341
1668,135979.15934151894
1669,148481.62167953508
1670,130181.66079162997
1671,134965.34794216303
1672,109848.38244912763
1673,116401.36364099405
1674,133218.34011791027
1675,166708.90467557395
1676,185918.50211567167
1677,166199.71671763106
1678,95890.76193141445
1679,117700.76665901266
1680,140845.57129423463
1681,150318.2364453553
1682,131989.23078305862
1683,164950.26177790706
1684,149280.9615375362
1685,153312.9378707798
1686,167471.64674152588
1687,167248.04184776376
1688,139566.04696257328
1689,139730.58284223053
1690,156530.98922652224
1691,170387.26528827008
1692,121479.05467393609
1693,163214.29143533786
1694,154760.4816458327
1695,159512.64765860213
1696,110145.0004757422
1697,159452.76133702256
1698,110131.81097602774
1699,123348.6477009041
1700,136857.5065618801
1701,123329.10987683109
1702,123060.49913348374
1703,132103.828133626
1704,132944.82571905313
1705,142845.40083682383
1706,104098.69803339035
1707,155745.37894161628
1708,147265.50326127053
1709,130918.88361882069
1710,145668.40295590166
1711,140213.5516743705
