Id,OverallQual,PropertyAge,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotalArea,FullBath,HalfBath,TotalBath,TotRmsAbvGrd,BedroomAbvGr,Neighborhood,MSZoning,BldgType,Remodelled,IsNew,IsPartial,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,OverallQualLog,PropertyAgeLog,TotalBsmtSFLog,1stFlrSFLog,2ndFlrSFLog,GrLivAreaLog,TotalAreaLog,FullBathLog,HalfBathLog,TotalBathLog,TotRmsAbvGrdLog,BedroomAbvGrLog,SalePriceLog
1,0.6666666666666665,0.03676470588235294,0.26699937616968183,0.1803731859018659,0.46974697469746973,0.41785605830549655,0.4014241210502893,0.5,0.25,0.6000000000000001,0.5,0.375,CollgCr,RL,1Fam,1,0,0,208500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5108256237659906,0.03610500464211627,0.23665140897083173,0.1658306477170313,0.38509025991911217,0.3491459125945728,0.3374889489156955,0.4054651081081644,0.22314355131420976,0.47000362924573563,0.4054651081081644,0.3184537311185346,12.24769911637256
2,0.5555555555555556,0.22794117647058823,0.3936369307548347,0.32066344160331717,0.0,0.2818098997874279,0.346906987093903,0.3333333333333333,0.25,0.4000000000000001,0.33333333333333337,0.375,Veenker,RL,1Fam,1,0,0,181500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.44183275227903923,0.20533892668070308,0.3319168270195931,0.27813421760878915,0.0,0.24827306340613448,0.29781084314641276,0.2876820724517809,0.22314355131420976,0.336472236621213,0.28768207245178096,0.3184537311185346,12.109016442313738
3,0.6666666666666665,0.051470588235294115,0.28696194635059263,0.2024879060124395,0.4763476347634763,0.4409353173398117,0.42545616377392076,0.5,0.25,0.6000000000000001,0.33333333333333337,0.375,CollgCr,RL,1Fam,0,0,0,223500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5108256237659906,0.050189744523855266,0.25228436046169883,0.1843926655770908,0.38957122335414823,0.365292428667664,0.3544918774238289,0.4054651081081644,0.22314355131420976,0.47000362924573563,0.28768207245178096,0.3184537311185346,12.317171167298682
4,0.6666666666666665,0.6691176470588235,0.23580786026200873,0.21665514858327573,0.4158415841584158,0.4199817795323414,0.3918558077436582,0.3333333333333333,0.0,0.2,0.41666666666666663,0.375,Crawfor,RL,1Fam,0,0,0,140000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5108256237659906,0.5122951317453507,0.21172489408899794,0.19610541196362333,0.34772411341864784,0.35064404021559475,0.33063797015573704,0.2876820724517809,0.0,0.18232155679395462,0.3483066942682157,0.3184537311185346,11.849404844423074
5,0.7777777777777777,0.058823529411764705,0.35714285714285715,0.28023496890117483,0.5792079207920792,0.5660491952626785,0.5421673342234089,0.5,0.25,0.6000000000000001,0.5833333333333334,0.5,NoRidge,RL,1Fam,1,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5753641449035618,0.05715841383994861,0.30538164955118186,0.24704363053875808,0.4569234053836398,0.44855601167459475,0.43318878690813317,0.4054651081081644,0.22314355131420976,0.47000362924573563,0.4595323293784402,0.4054651081081644,12.429220196836383
6,0.4444444444444445,0.11764705882352941,0.24828446662507797,0.15964063579820315,0.3113311331133113,0.31217734588521107,0.317311971517579,0.3333333333333333,0.25,0.4000000000000001,0.24999999999999997,0.125,Mitchel,RL,1Fam,0,0,0,143000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3677247801253174,0.11122563511022437,0.22177018197418044,0.1481101603956676,0.2710427534478162,0.2716878535555689,0.27559327513277687,0.2876820724517809,0.22314355131420976,0.336472236621213,0.22314355131420974,0.11778303565638346,11.870606902224587
7,0.7777777777777777,0.022058823529411763,0.5258889582033687,0.469937802349689,0.0,0.4129972669298513,0.4902091677792612,0.5,0.0,0.4000000000000001,0.41666666666666663,0.375,Somerst,RL,1Fam,0,0,0,307000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5753641449035618,0.021819047394639746,0.4225771636375647,0.38522008856875334,0.0,0.34571316946828434,0.39891649116477573,0.4054651081081644,0.0,0.336472236621213,0.3483066942682157,0.3184537311185346,12.634606283893019
8,0.6666666666666665,0.2647058823529412,0.34529008109794135,0.2671043538355218,0.5407040704070407,0.5332523534770727,0.5139074321317312,0.5,0.25,0.6000000000000001,0.41666666666666663,0.375,NWAmes,RL,1Fam,1,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5108256237659906,0.23483959107740104,0.29660966347834483,0.23673426087989685,0.4322395005226844,0.42739120048255147,0.41469401188563865,0.4054651081081644,0.22314355131420976,0.47000362924573563,0.3483066942682157,0.3184537311185346,12.206077645517674
9,0.6666666666666665,0.5661764705882353,0.29694323144104806,0.23773324118866618,0.4136413641364136,0.43729122380807783,0.4263462394303516,0.3333333333333333,0.0,0.2,0.5,0.25,OldTown,RM,1Fam,0,0,0,129900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5108256237659906,0.4486372799733731,0.26001013524845995,0.2132816754292279,0.34616890315184135,0.36276024752988373,0.35511609716944126,0.2876820724517809,0.0,0.18232155679395462,0.4054651081081644,0.22314355131420976,11.774527900858468
10,0.4444444444444445,0.5073529411764706,0.30910792264504056,0.25673807878369037,0.0,0.225630124506529,0.2755896751223854,0.3333333333333333,0.0,0.2,0.24999999999999997,0.25,BrkSide,RL,2fmCon,0,0,0,118000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.3677247801253174,0.41035509340235615,0.2693459301640926,0.22851953779555984,0.0,0.2034550990971353,0.24340856198678504,0.2876820724517809,0.0,0.18232155679395462,0.22314355131420974,0.22314355131420976,11.678448377988165
11,0.4444444444444445,0.3161764705882353,0.32439176543980036,0.243953006219765,0.0,0.21439416945034925,0.2728081886960392,0.3333333333333333,0.0,0.2,0.24999999999999997,0.375,Sawyer,RL,1Fam,1,0,0,129500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3677247801253174,0.274730920104703,0.28095330909370314,0.21829421725277218,0.0,0.1942453264704541,0.2412256316285691,0.2876820724517809,0.0,0.18232155679395462,0.22314355131420974,0.3184537311185346,11.771443882099637
12,0.8888888888888888,0.007352941176470588,0.3665003119151591,0.2930200414651002,0.6281628162816282,0.6043121773458853,0.5735425011125945,0.6666666666666666,0.0,0.6000000000000001,0.75,0.5,NridgHt,RL,1Fam,0,0,1,345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6359887667199967,0.007326040092072907,0.31225295464440017,0.2569805996426058,0.4874522725806819,0.47269511478795156,0.45332944771528,0.5108256237659906,0.0,0.47000362924573563,0.5596157879354227,0.4054651081081644,12.75130259456002
13,0.4444444444444445,0.3382352941176471,0.28446662507797876,0.1997235659986178,0.0,0.1755238384451868,0.23008455718736093,0.3333333333333333,0.0,0.2,0.16666666666666666,0.25,Sawyer,RL,1Fam,1,0,0,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3677247801253174,0.29135180134074334,0.25034355441823647,0.18209116858881158,0.0,0.16171386820128386,0.20708291270223136,0.2876820724517809,0.0,0.18232155679395462,0.1541506798272583,0.22314355131420976,11.87757552297847
14,0.6666666666666665,0.007352941176470588,0.46600124766063633,0.4008293020041465,0.0,0.3522623747342849,0.4243435692033823,0.3333333333333333,0.0,0.2,0.41666666666666663,0.375,CollgCr,RL,1Fam,0,0,1,279500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5108256237659906,0.007326040092072907,0.3825384545286517,0.33706441982051616,0.0,0.30177902294533815,0.3537110543967289,0.2876820724517809,0.0,0.18232155679395462,0.3483066942682157,0.3184537311185346,12.540761149388421
15,0.5555555555555556,0.3529411764705882,0.39082969432314413,0.3175535590877678,0.0,0.27907682963862745,0.343902981753449,0.3333333333333333,0.25,0.4000000000000001,0.24999999999999997,0.25,NAmes,RL,1Fam,1,0,0,157000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.44183275227903923,0.30228087187293357,0.3299004714579784,0.2757766526661346,0.0,0.2461385908775019,0.2955780533000586,0.2876820724517809,0.22314355131420976,0.336472236621213,0.22314355131420974,0.22314355131420976,11.964007453736912
16,0.6666666666666665,0.5735294117647058,0.2595134123518403,0.17968210089841047,0.0,0.1579107197084725,0.2082777036048064,0.16666666666666666,0.0,0.0,0.24999999999999997,0.25,BrkSide,RM,1Fam,0,0,0,132000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5108256237659906,0.45332112928579943,0.2307254657032845,0.1652449961629567,0.0,0.14661727748119946,0.18919596018270662,0.1541506798272583,0.0,0.0,0.22314355131420974,0.22314355131420976,11.790564777297387
17,0.5555555555555556,0.29411764705882354,0.31316281971303805,0.23151347615756734,0.0,0.2034618888551473,0.2607921673342234,0.3333333333333333,0.0,0.2,0.24999999999999997,0.25,NAmes,RL,1Fam,1,0,0,149000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.44183275227903923,0.2578291093020998,0.27243859350692884,0.20824388139927072,0.0,0.18520231081407074,0.23174022764518737,0.2876820724517809,0.0,0.18232155679395462,0.22314355131420974,0.22314355131420976,11.91170829631447
18,0.3333333333333333,0.2867647058823529,0.0,0.3324118866620594,0.0,0.2921348314606742,0.21406319537160662,0.3333333333333333,0.0,0.2,0.33333333333333337,0.25,Sawyer,RL,Duplex,1,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2876820724517809,0.252131088187462,0.0,0.286990748539007,0.0,0.2562957586311103,0.19397274677802356,0.2876820724517809,0.0,0.18232155679395462,0.28768207245178096,0.22314355131420976,11.407576060361786
19,0.4444444444444445,0.029411764705882353,0.34747348721147847,0.26952315134761573,0.0,0.2368660795627088,0.29750778816199375,0.3333333333333333,0.25,0.4000000000000001,0.33333333333333337,0.375,SawyerW,RL,1Fam,1,0,0,159000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3677247801253174,0.028987536873252288,0.2982313480686577,0.23864135858364177,0.0,0.21258082527204833,0.2604453384768815,0.2876820724517809,0.22314355131420976,0.336472236621213,0.28768207245178096,0.3184537311185346,11.976665770490767
20,0.4444444444444445,0.375,0.32096069868995636,0.34727021423635107,0.0,0.30519283328272095,0.33811748998664887,0.16666666666666666,0.0,0.0,0.33333333333333337,0.375,NAmes,RL,1Fam,0,0,0,139000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3677247801253174,0.3184537311185346,0.27835927391665655,0.29808048179116814,0.0,0.26635079482609153,0.29126376800539683,0.1541506798272583,0.0,0.0,0.28768207245178096,0.3184537311185346,11.842236406331555
21,0.7777777777777777,0.007352941176470588,0.36119775421085465,0.2847270214236351,0.66996699669967,0.6201032493167326,0.5832220738762794,0.5,0.25,0.6000000000000001,0.5833333333333334,0.5,NridgHt,RL,1Fam,0,0,1,325300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5753641449035618,0.007326040092072907,0.30836501378346315,0.25054626108996014,0.5128038637780964,0.4824898813594895,0.45946205777867827,0.4054651081081644,0.22314355131420976,0.47000362924573563,0.4595323293784402,0.4054651081081644,12.692506186542177
