Id,SalePrice,OverallQual,ExterQual,ExterCond,OverallCond,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,LotArea,BsmtFullBath,BsmtHalfBath,YearBuilt,FullBath,HalfBath,TotRmsAbvGrd,BedroomAbvGr,KitchenAbvGr,HeatingQC,GarageCars,OpenPorchSF,YearRemodAdd,YrSold,PoolArea,WoodDeckSF,MasVnrArea,KitchenQual,Fireplaces,GarageArea,Neighborhood,MSZoning,BldgType,Functional,MSSubClass,Condition1,LotConfig,MasVnrType,SaleType,SaleCondition,Foundation,HouseStyle,Stories,HasPorch,IsRemodelled,PropertyAge,TotalBath,HasPool,HasDeck,OverallGrade,ExterGrade,TotalArea,CoreArea,Neighborhood_ordinal,MSSubClass_ordinal,MasVnrType_ordinal,Foundation_ordinal,SaleType_ordinal,SaleCondition_ordinal,Stories_1,Stories_2,Stories_S
1,208500,0.5108256237659906,0.5108256237659906,0.5,0.5,0.1311143987603055,0.11313198334262768,0.3461108654589816,0.23050149426318617,0.032873500762481744,1,0,0.9492753623188417,0.5,0.25,0.5,0.375,0.3333333333333333,1.0,0.5,4.127134385045092,0.8833333333333329,0.5,0.0,0.0,0.10935503350875433,0.6666666666666666,0.0,0.3267535936150391,CollgCr,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,1,1,0.03676470588235294,0.5,0,0,0.3820224719101123,0.40909090909090906,0.19532996689363527,0.1785484640889013,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0,1,0
2,181500,0.44183275227903923,0.28768207245178096,0.5,0.875,0.18776226662407292,0.19304857965966932,0.0,0.16112383472556902,0.038061404309601636,0,1,0.7536231884057969,0.3333333333333333,0.25,0.33333333333333337,0.375,0.3333333333333333,1.0,0.5,0.0,0.43333333333333,0.25,0.0,5.700443573390687,0.0,0.33333333333333337,0.3333333333333333,0.28095995267613544,Veenker,RL,1Fam,Typ,20,Feedr,FR2,None,Deed,Normal,CBlock,1Story,1,0,1,0.22794117647058823,0.3,0,1,0.5280898876404494,0.27272727272727276,0.17093729947946845,0.1754667975514932,0.7916666666666666,0.7142857142857143,0.5,0.6666666666666667,0.3333333333333333,0.5,1,0,0
3,223500,0.5108256237659906,0.5108256237659906,0.5,0.5,0.14025993263906958,0.1261614836329615,0.35021343531575927,0.24180777358491162,0.045458219313918975,1,0,0.9347826086956523,0.5,0.25,0.33333333333333337,0.375,0.3333333333333333,1.0,0.5,3.7612001156935624,0.8666666666666671,0.5,0.0,0.0,0.09207394727389813,0.6666666666666666,0.3333333333333333,0.3568159777165559,CollgCr,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,1,0,0.051470588235294115,0.5,0,0,0.3820224719101123,0.40909090909090906,0.2058965459829096,0.18875263426314304,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0,1,0
4,140000,0.5108256237659906,0.28768207245178096,0.5,0.5,0.11665492185199637,0.1344201668913735,0.3119612056068632,0.23154822333071878,0.0378364020586299,1,0,0.3115942028985508,0.3333333333333333,0.0,0.41666666666666663,0.375,0.3333333333333333,0.75,0.75,3.58351893845611,0.3333333333333357,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.373458554691554,Crawfor,RL,1Fam,Typ,70,Norm,Corner,None,Deed,Abnorml,BrkTil,2Story,2,1,0,0.6691176470588235,0.2,0,0,0.3820224719101123,0.27272727272727276,0.1910916282834889,0.1717119615551849,0.75,0.6428571428571428,0.5,0.3333333333333333,0.3333333333333333,0.0,0,1,0
5,250000,0.5753641449035618,0.5108256237659906,0.5,0.5,0.17176411315264725,0.17066600969147414,0.41206154422258867,0.30096943927292535,0.058812455038777016,1,0,0.9275362318840585,0.5,0.25,0.5833333333333334,0.5,0.3333333333333333,1.0,0.75,4.442651256490317,0.8333333333333357,0.5,0.0,5.262690188904886,0.18050803279452965,0.6666666666666666,0.3333333333333333,0.4634589875076488,NoRidge,RL,1Fam,Typ,60,Norm,FR2,BrkFace,Deed,Normal,PConc,2Story,2,1,1,0.058823529411764705,0.5,0,1,0.4382022471910112,0.40909090909090906,0.25568262236278244,0.23391039342156783,0.9583333333333334,1.0,1.0,1.0,0.3333333333333333,0.5,0,1,0
6,143000,0.3677247801253174,0.28768207245178096,0.5,0.5,0.12246382578429664,0.10076069154008079,0.24223377564515958,0.17703253804216368,0.05817321681260767,1,0,0.8768115942028984,0.3333333333333333,0.25,0.24999999999999997,0.125,0.3333333333333333,1.0,0.5,3.4339872044851463,0.75,0.75,0.0,3.713572066704308,0.0,0.33333333333333337,0.0,0.29155327207780035,Mitchel,RL,1Fam,Typ,50,Norm,Inside,None,Deed,Normal,Other,1.5Fin,1,1,0,0.11764705882352941,0.3,0,1,0.2696629213483146,0.27272727272727276,0.15744209187990454,0.1482025389605869,0.4583333333333333,0.2857142857142857,0.5,0.0,0.3333333333333333,0.5,1,0,0
7,307000,0.5753641449035618,0.5108256237659906,0.5,0.5,0.24368400846181043,0.27160585737769194,0.0,0.2281048484185865,0.04023681316887703,1,0,0.9565217391304355,0.5,0.0,0.41666666666666663,0.375,0.3333333333333333,1.0,0.5,4.060443010546419,0.9166666666666643,0.25,0.0,5.545177444479562,0.10433736030056719,0.6666666666666666,0.3333333333333333,0.3705416833964307,Somerst,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Normal,PConc,1Story,1,1,0,0.022058823529411763,0.4000000000000001,0,1,0.4382022471910112,0.40909090909090906,0.23382408434273538,0.23647174610775323,0.8333333333333334,0.7142857142857143,1.0,1.0,0.3333333333333333,0.5,1,0,0
8,200000,0.5108256237659906,0.28768207245178096,0.5,0.625,0.16651258090663223,0.1632873354373996,0.38935541141140373,0.28579634683169775,0.0415738677206718,1,0,0.7318840579710155,0.5,0.25,0.41666666666666663,0.375,0.3333333333333333,1.0,0.5,5.3230099791384085,0.38333333333333286,0.75,0.0,5.4638318050256105,0.13081941812202363,0.33333333333333337,0.6666666666666666,0.29365853601326275,NWAmes,RL,1Fam,Typ,60,PosN,Corner,BrkFace,Deed,Normal,CBlock,2Story,2,1,1,0.2647058823529412,0.5,0,1,0.4606741573033708,0.27272727272727276,0.24385312525059136,0.22373892492872866,0.5833333333333334,1.0,1.0,0.6666666666666667,0.3333333333333333,0.5,0,1,0
9,129900,0.5108256237659906,0.28768207245178096,0.5,0.5,0.14480152432269072,0.14658261369643785,0.31054226248123945,0.24003104821376078,0.022279121671887028,0,0,0.42753623188405854,0.3333333333333333,0.0,0.5,0.25,0.6666666666666666,0.75,0.5,0.0,0.0,0.5,0.0,4.51085950651685,0.0,0.33333333333333337,0.6666666666666666,0.28521075610133,OldTown,RM,1Fam,Min1,50,Artery,Inside,None,Deed,Abnorml,BrkTil,1.5Fin,1,0,0,0.5661764705882353,0.2,0,1,0.3820224719101123,0.27272727272727276,0.20628576463139625,0.19020190987913332,0.125,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.0,1,0,0
10,118000,0.3677247801253174,0.28768207245178096,0.5,0.625,0.1503088460164526,0.15742336241836136,0.0,0.13100843117022334,0.028203984616221766,1,0,0.4855072463768124,0.3333333333333333,0.0,0.24999999999999997,0.25,0.6666666666666666,1.0,0.25,1.6094379124341003,0.0,0.5,0.0,0.0,0.0,0.33333333333333337,0.6666666666666666,0.1350288604225184,BrkSide,RL,2fmCon,Typ,190,Artery,Corner,None,Deed,Normal,BrkTil,1.5Unf,1,1,0,0.5073529411764706,0.2,0,0,0.3258426966292135,0.27272727272727276,0.13810212186864199,0.14138278077175667,0.20833333333333334,0.21428571428571427,0.5,0.3333333333333333,0.3333333333333333,0.5,1,0,0
