Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Train,HasPorch,IsRemodelled,PropertyAge,TotalBath,HasPool,HasDeck,IsNew,IsPartial,OverallGrade,ExterGrade,TotalArea,CoreArea,SimpleOverallQual,SimpleOverallCond,SalePriceBand,SalePrice,Linear,Ridge,Lasso,ElasticNet,LinearError,RidgeError,LassoError,ElasticNetError,LinearRMSE,RidgeRMSE,LassoRMSE,ElasticNetRMSE,SalePriceLog,LinearRMSLE,LinearRMSLEDiff,RidgeRMSLE,RidgeRMSLEDiff,LassoRMSLE,LassoRMSLEDiff,ElasticNetRMSLE,ElasticNetRMSLEDiff
496,30,C (all),60.0,7879,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,495,Unf,0,225,720,GasA,3,N,FuseA,720,0,0,720,0,0,1,0,2,1,3,4,Typ,0,None,None,None,None,0,0,None,None,N,0,523,115,0,0,0,None,GdWo,None,0,11,4,WD,Abnorml,1,1,0,89,1.0,0,0,0,0,20,9,2160,1440,2,2,0,34900,57477,58065,67873,60670,22577,23165,32973,25770,22577.0,23165.0,32973.0,25770.0,10.460270761075149,10.024731259821491,0.4355395012536576,10.05044096549229,0.4098297955828585,10.403474651121124,0.05679610995402484,10.15700510770532,0.303265653369829
917,20,C (all),50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,Av,BLQ,50,Unf,0,430,480,GasA,3,N,FuseA,480,0,0,480,1,0,1,0,1,1,3,4,Typ,0,None,Detchd,1958.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,1,WD,Abnorml,1,0,0,57,1.0,0,0,0,0,6,9,1440,960,1,1,0,35311,46111,45572,51121,45782,10800,10261,15810,10471,10800.0,10261.0,15810.0,10471.0,10.471978128496518,9.287394001418473,1.184584127078045,9.23620303150191,1.2357750969946082,9.668461179310146,0.8035169491863723,9.256460307589736,1.2155178209067827
969,50,RM,50.0,5925,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,600,600,Grav,2,N,SBrkr,600,368,0,968,0,0,1,0,2,1,3,6,Typ,0,None,None,None,None,0,0,None,None,Y,0,0,0,0,0,0,None,GdWo,None,0,5,4,WD,Abnorml,1,0,0,99,1.0,0,0,0,0,18,9,2536,1568,1,2,0,37900,78032,78008,76818,77698,40132,40108,38918,39798,40132.0,40108.0,38918.0,39798.0,10.542732775946709,10.599954217506415,-0.05722144155970632,10.59935602701476,-0.05662325106805177,10.569237842239122,-0.02650506629241356,10.591597065328735,-0.048864289382025916
534,20,RL,50.0,5000,Pave,None,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,Slab,None,None,None,None,0,None,0,0,0,GasA,2,N,FuseF,334,0,0,334,0,0,1,0,1,1,2,2,Typ,0,None,None,None,None,0,0,None,None,N,0,0,0,0,0,0,None,None,None,0,1,2,WD,Normal,1,0,0,61,1.0,0,0,0,0,3,4,668,334,1,1,0,39300,52979,52443,51560,51783,13679,13143,12260,12483,13679.0,13143.0,12260.0,12483.0,10.579005242826247,9.523690191176541,1.0553150516497052,9.483720659717104,1.0952845831091427,9.414178772232386,1.1648264705938605,9.43220310339067,1.146802139435577
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,2,BrkTil,3,3,No,Unf,0,Unf,0,649,649,GasA,3,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,3,6,Typ,0,None,Detchd,1920.0,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,None,MnPrv,None,0,7,3,WD,Normal,1,1,0,88,1.0,0,0,0,0,16,6,3283,1966,2,2,0,40000,64781,65442,77445,68282,24781,25442,37445,28282,24781.0,25442.0,37445.0,28282.0,10.596659732783579,10.117872862176439,0.47878687060713965,10.14419593502981,0.45246379775376866,10.530655174162098,0.06600455862148102,10.250016196420983,0.3466435363625955
711,30,RL,56.0,4130,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,No,Unf,0,Unf,0,270,270,GasA,4,Y,SBrkr,729,0,0,729,0,0,1,0,2,1,3,5,Maj2,0,None,None,None,None,0,0,None,None,N,0,0,0,0,0,0,None,None,None,0,7,3,WD,Normal,1,0,0,73,1.0,0,0,0,0,18,12,1728,999,1,2,0,52000,63573,64022,74337,65316,11573,12022,22337,13316,11573.0,12022.0,22337.0,13316.0,10.859018228147887,9.356516482133785,1.5025017460141026,9.394576760974909,1.4644414671729784,10.014044543100772,0.8449736850471155,9.496796693502144,1.3622215346457427
1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,693,693,Grav,2,N,FuseA,693,0,0,693,0,0,1,0,2,1,2,4,Typ,0,None,None,None,None,0,0,None,None,N,0,20,0,0,0,0,None,None,None,0,3,1,WD,Normal,1,1,0,65,1.0,0,0,0,0,16,9,2079,1386,2,2,0,52500,78836,79661,80873,81388,26336,27161,28373,28888,26336.0,27161.0,28373.0,28888.0,10.868587496017359,10.178730073594318,0.6898574224230405,10.209574216664013,0.6590132793533456,10.253228511871932,0.615358984145427,10.271216178807896,0.597371317209463
1326,30,RM,40.0,3636,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,2,No,Unf,0,Unf,0,796,796,GasA,2,N,SBrkr,796,0,0,796,0,0,1,0,2,1,3,5,Typ,0,None,None,None,None,0,0,None,None,N,0,0,100,0,0,0,None,MnPrv,None,0,1,3,WD,Normal,1,0,0,86,1.0,0,0,0,0,16,9,2388,1592,2,2,0,55000,79649,80956,81346,82620,24649,25956,26346,27620,24649.0,25956.0,26346.0,27620.0,10.915106645867503,10.112532179470836,0.802574466396667,10.16419660173648,0.7509100441310235,10.179109695495468,0.7359969503720354,10.226331631955956,0.6887750139115472
706,190,RM,70.0,5600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,2,2,Slab,None,None,None,None,0,None,0,0,0,GasA,2,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,2,7,Mod,0,None,None,None,None,0,0,None,None,N,0,0,0,0,0,0,None,None,Othr,3500,7,5,WD,Normal,1,0,0,80,2.0,0,0,0,0,20,4,2184,1092,2,2,0,55000,68812,68129,75379,69649,13812,13129,20379,14649,13812.0,13129.0,20379.0,14649.0,10.915106645867503,9.53336545669996,1.3817411891675437,9.482654967296842,1.4324516785706614,9.922309306776716,0.9927973390907869,9.592195614445213,1.32291103142229
813,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,Av,Unf,0,Unf,0,540,540,GasA,3,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,2,4,Typ,0,None,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,0,0,0,0,None,None,Shed,54,6,5,WD,Alloca,1,0,1,58,1.0,0,0,0,0,25,6,2628,1584,2,2,0,55993,74137,74590,86590,75351,18144,18597,30597,19358,18144.0,18597.0,30597.0,19358.0,10.932999821119937,9.806150319647172,1.1268495014727655,9.830809327038143,1.1021904940817944,10.328689926327325,0.6043098947926122,9.87091270660395,1.0620871145159878
